ID,Professor_ID,Difficulty,Clarity,Grade,Ratings
289, 37, 2, 3, 5, 1.
653, 15, 4, 5, 1, 5.
464, 37, 2, 1, 2, 4.
583, 3, 2, 5, 5, 2.
606, 44, 4, 5, 2, 3.
396, 47, 5, 4, 1, 5.
608, 44, 1, 1, 5, 4.
492, 21, 1, 3, 1, 4.
628, 17, 1, 5, 5, 5.
700, 41, 3, 1, 5, 1.
994, 36, 1, 1, 5, 4.
266, 33, 5, 4, 1, 1.
946, 46, 2, 3, 2, 2.
237, 4, 4, 4, 4, 3.
339, 21, 5, 5, 4, 5.
291, 19, 1, 3, 1, 4.
366, 27, 2, 5, 2, 2.
50, 30, 5, 2, 4, 5.
352, 2, 5, 3, 1, 3.
244, 44, 3, 1, 1, 2.
904, 5, 4, 5, 5, 3.
755, 25, 2, 1, 2, 5.
596, 50, 1, 4, 2, 1.
362, 24, 2, 4, 5, 2.
45, 50, 2, 4, 1, 4.
794, 10, 4, 3, 5, 3.
782, 20, 4, 3, 1, 5.
803, 39, 5, 4, 2, 4.
654, 22, 1, 1, 2, 1.
306, 27, 1, 1, 4, 5.
384, 35, 3, 1, 1, 4.
208, 5, 5, 4, 2, 5.
583, 3, 4, 5, 2, 1.
258, 7, 3, 4, 4, 2.
114, 43, 5, 1, 4, 5.
55, 17, 5, 5, 3, 1.
384, 7, 2, 5, 3, 1.
65, 49, 1, 1, 3, 4.
82, 32, 1, 3, 3, 1.
995, 40, 1, 1, 5, 4.
349, 2, 1, 4, 4, 2.
999, 35, 5, 2, 5, 4.
92, 11, 2, 1, 2, 2.
579, 29, 3, 1, 1, 4.
522, 2, 5, 4, 5, 5.
729, 28, 4, 5, 2, 1.
812, 30, 4, 4, 1, 4.
47, 2, 2, 1, 2, 5.
463, 50, 5, 1, 4, 3.
883, 44, 2, 5, 3, 3.
709, 22, 5, 5, 4, 1.
943, 10, 5, 4, 5, 1.
394, 48, 4, 4, 3, 2.
929, 21, 3, 2, 5, 1.
831, 11, 2, 1, 1, 4.
133, 49, 1, 1, 5, 4.
953, 48, 2, 3, 1, 4.
834, 27, 4, 3, 5, 1.
799, 17, 1, 2, 4, 4.
856, 45, 5, 2, 1, 5.
735, 41, 4, 5, 3, 3.
938, 47, 1, 2, 3, 4.
709, 12, 3, 4, 3, 5.
278, 42, 2, 3, 5, 1.
439, 20, 1, 4, 5, 5.
877, 35, 1, 3, 3, 2.
518, 33, 3, 2, 4, 2.
934, 17, 2, 3, 5, 1.
65, 36, 3, 2, 4, 4.
169, 15, 4, 2, 3, 2.
737, 24, 1, 5, 1, 5.
859, 29, 4, 2, 2, 3.
251, 31, 3, 2, 2, 4.
856, 36, 1, 3, 2, 5.
919, 8, 2, 4, 1, 1.
914, 7, 1, 2, 3, 1.
913, 31, 4, 2, 1, 5.
974, 36, 5, 1, 1, 5.
296, 44, 1, 3, 3, 3.
42, 10, 1, 4, 5, 4.
9, 1, 4, 4, 3, 2.
986, 27, 2, 2, 3, 1.
417, 33, 1, 5, 3, 2.
273, 41, 1, 5, 4, 1.
862, 17, 1, 5, 2, 5.
932, 38, 1, 1, 2, 2.
47, 50, 4, 3, 2, 3.
722, 1, 5, 5, 4, 1.
859, 11, 3, 2, 2, 3.
779, 43, 2, 1, 1, 5.
792, 31, 1, 3, 2, 2.
514, 15, 4, 4, 4, 4.
737, 23, 1, 1, 2, 1.
585, 15, 5, 2, 5, 5.
340, 19, 2, 5, 1, 1.
219, 11, 3, 5, 3, 4.
87, 21, 3, 1, 5, 3.
413, 13, 5, 2, 3, 5.
75, 32, 3, 4, 4, 1.
139, 44, 5, 3, 5, 4.
860, 16, 4, 4, 1, 2.
646, 9, 1, 2, 4, 2.
81, 32, 4, 2, 3, 4.
662, 29, 3, 3, 3, 4.
887, 19, 4, 3, 3, 3.
110, 7, 4, 4, 5, 3.
974, 30, 3, 5, 2, 2.
472, 1, 4, 1, 5, 4.
613, 8, 5, 2, 2, 5.
149, 29, 4, 4, 4, 5.
409, 47, 2, 4, 3, 1.
685, 11, 5, 1, 5, 2.
735, 46, 3, 2, 1, 1.
237, 16, 2, 3, 3, 3.
863, 10, 2, 1, 1, 4.
140, 27, 3, 5, 1, 5.
835, 43, 5, 4, 4, 5.
91, 28, 3, 2, 1, 1.
780, 6, 5, 5, 2, 4.
833, 48, 3, 1, 4, 5.
490, 11, 3, 1, 2, 5.
779, 7, 3, 3, 1, 5.
122, 34, 1, 5, 4, 3.
140, 25, 5, 4, 1, 3.
871, 1, 1, 5, 1, 3.
270, 28, 5, 4, 4, 5.
919, 39, 1, 5, 5, 4.
441, 10, 5, 3, 4, 4.
747, 30, 5, 4, 2, 3.
745, 33, 5, 1, 2, 1.
108, 9, 1, 2, 2, 1.
794, 6, 1, 1, 5, 5.
621, 7, 1, 4, 2, 2.
108, 10, 3, 1, 4, 5.
216, 45, 4, 3, 1, 1.
880, 23, 1, 3, 2, 2.
682, 4, 1, 1, 4, 5.
533, 8, 4, 4, 3, 4.
374, 17, 5, 1, 5, 4.
54, 13, 5, 1, 5, 3.
791, 33, 2, 4, 5, 1.
647, 27, 1, 5, 1, 3.
820, 35, 5, 5, 4, 4.
473, 3, 3, 2, 3, 5.
761, 26, 5, 5, 1, 2.
785, 5, 3, 2, 2, 4.
586, 22, 5, 3, 1, 1.
160, 35, 4, 3, 1, 4.
549, 47, 2, 5, 1, 2.
924, 1, 5, 1, 2, 1.
187, 47, 3, 4, 4, 4.
411, 4, 1, 3, 5, 3.
692, 1, 5, 1, 5, 2.
852, 27, 5, 5, 2, 1.
549, 40, 3, 5, 5, 5.
481, 47, 2, 5, 2, 3.
778, 21, 1, 2, 3, 4.
751, 8, 4, 3, 2, 1.
676, 49, 4, 1, 1, 3.
208, 39, 5, 2, 5, 2.
251, 49, 4, 1, 1, 5.
73, 29, 5, 1, 5, 5.
732, 26, 5, 5, 2, 1.
917, 14, 2, 4, 1, 1.
175, 11, 2, 1, 2, 3.
640, 37, 2, 1, 1, 2.
927, 10, 1, 2, 3, 1.
175, 13, 1, 5, 5, 4.
353, 1, 4, 5, 5, 1.
581, 31, 1, 5, 1, 5.
151, 40, 5, 4, 5, 4.
43, 40, 4, 3, 3, 1.
841, 47, 5, 5, 3, 2.
934, 30, 5, 1, 5, 2.
877, 48, 2, 3, 4, 4.
879, 15, 4, 5, 4, 1.
725, 10, 1, 3, 4, 5.
969, 27, 4, 4, 3, 2.
511, 38, 3, 3, 2, 3.
94, 40, 4, 4, 3, 1.
300, 40, 3, 3, 3, 3.
170, 46, 2, 1, 3, 5.
519, 27, 5, 4, 4, 5.
147, 7, 4, 3, 4, 3.
503, 28, 5, 2, 1, 5.
265, 50, 4, 4, 4, 3.
906, 38, 5, 5, 2, 3.
487, 34, 2, 2, 5, 2.
985, 3, 5, 1, 3, 3.
279, 21, 1, 3, 5, 4.
406, 40, 1, 3, 3, 4.
631, 9, 1, 5, 3, 1.
6, 28, 4, 1, 4, 4.
422, 45, 2, 3, 4, 3.
594, 25, 5, 3, 5, 1.
5, 26, 5, 3, 5, 4.
573, 12, 2, 3, 1, 3.
288, 38, 3, 4, 5, 5.
504, 13, 2, 4, 2, 4.
247, 3, 4, 4, 4, 4.
156, 36, 1, 1, 5, 4.
229, 28, 2, 1, 5, 2.
760, 43, 2, 4, 5, 2.
252, 45, 2, 1, 5, 5.
409, 19, 2, 1, 1, 5.
734, 21, 5, 4, 2, 2.
799, 22, 5, 1, 1, 3.
417, 35, 3, 5, 2, 4.
776, 7, 1, 5, 2, 2.
34, 19, 2, 2, 1, 4.
149, 17, 5, 1, 3, 4.
492, 27, 4, 5, 1, 4.
757, 18, 3, 5, 3, 5.
918, 22, 5, 4, 5, 3.
600, 23, 1, 4, 1, 5.
687, 26, 5, 1, 1, 1.
669, 2, 4, 1, 2, 2.
806, 29, 5, 5, 2, 2.
60, 15, 2, 2, 4, 4.
388, 35, 5, 1, 1, 3.
852, 22, 1, 1, 1, 4.
77, 20, 5, 5, 3, 1.
148, 47, 4, 1, 5, 4.
133, 9, 5, 3, 1, 5.
759, 25, 2, 3, 3, 5.
800, 24, 3, 2, 4, 2.
465, 21, 1, 3, 4, 3.
365, 43, 2, 5, 2, 4.
230, 41, 1, 1, 2, 5.
270, 21, 2, 1, 4, 5.
105, 27, 5, 4, 5, 2.
123, 42, 2, 2, 1, 5.
418, 37, 1, 2, 3, 3.
318, 10, 3, 2, 1, 2.
732, 28, 1, 2, 4, 4.
680, 16, 2, 5, 5, 1.
610, 40, 2, 5, 3, 4.
191, 16, 1, 4, 1, 3.
727, 32, 3, 1, 1, 4.
225, 46, 5, 4, 2, 4.
737, 44, 2, 3, 5, 2.
213, 25, 2, 1, 5, 3.
227, 9, 4, 4, 2, 1.
976, 9, 3, 5, 4, 5.
698, 22, 1, 2, 5, 2.
512, 10, 2, 2, 1, 3.
75, 38, 3, 2, 3, 5.
786, 22, 4, 3, 4, 2.
658, 47, 1, 4, 4, 4.
441, 27, 4, 5, 2, 4.
215, 19, 5, 3, 1, 3.
555, 33, 5, 3, 1, 2.
355, 2, 2, 5, 2, 2.
195, 14, 1, 5, 2, 2.
107, 14, 4, 3, 1, 1.
305, 41, 3, 5, 2, 3.
147, 40, 2, 2, 1, 1.
959, 43, 5, 5, 4, 4.
144, 50, 3, 1, 1, 4.
536, 21, 5, 2, 2, 4.
743, 43, 4, 4, 1, 3.
405, 47, 2, 1, 4, 4.
382, 35, 5, 1, 3, 5.
473, 9, 4, 2, 5, 2.
887, 50, 2, 2, 5, 4.
948, 17, 1, 3, 2, 4.
119, 12, 4, 4, 1, 2.
504, 10, 1, 1, 4, 4.
43, 49, 2, 4, 3, 3.
747, 41, 3, 1, 2, 1.
856, 20, 4, 4, 3, 2.
494, 48, 4, 3, 3, 5.
112, 15, 3, 5, 3, 2.
429, 11, 5, 2, 5, 1.
746, 49, 2, 3, 1, 5.
228, 1, 2, 1, 3, 4.
287, 48, 3, 4, 1, 3.
548, 49, 2, 4, 4, 2.
859, 19, 5, 1, 2, 4.
10, 9, 1, 2, 2, 3.
892, 1, 5, 3, 2, 3.
692, 24, 4, 1, 1, 2.
192, 45, 5, 3, 4, 3.
585, 26, 3, 3, 4, 2.
323, 37, 5, 1, 2, 4.
400, 37, 3, 4, 5, 1.
500, 34, 4, 3, 5, 1.
385, 12, 5, 4, 3, 5.
722, 38, 1, 4, 3, 3.
967, 44, 2, 4, 5, 4.
627, 2, 2, 3, 5, 5.
577, 25, 1, 5, 4, 3.
119, 13, 4, 2, 1, 3.
153, 34, 4, 1, 4, 3.
191, 43, 3, 5, 3, 1.
450, 1, 5, 2, 4, 4.
265, 11, 4, 2, 5, 5.
98, 13, 1, 1, 1, 3.
305, 45, 1, 5, 4, 2.
150, 18, 1, 4, 3, 5.
342, 21, 1, 1, 5, 3.
812, 26, 5, 1, 3, 2.
198, 44, 2, 1, 5, 3.
494, 33, 2, 5, 4, 1.
647, 8, 1, 3, 3, 1.
469, 46, 3, 2, 1, 2.
866, 45, 1, 1, 5, 5.
55, 5, 1, 1, 3, 3.
150, 31, 3, 1, 3, 4.
847, 41, 1, 2, 3, 3.
830, 7, 4, 1, 3, 4.
261, 35, 3, 5, 1, 4.
2, 12, 3, 1, 1, 1.
980, 30, 1, 1, 5, 1.
611, 15, 5, 4, 5, 5.
148, 41, 4, 2, 1, 3.
960, 39, 1, 5, 5, 2.
432, 35, 2, 5, 4, 4.
303, 29, 1, 5, 1, 3.
632, 22, 1, 4, 2, 4.
854, 17, 5, 1, 1, 2.
889, 13, 1, 3, 4, 2.
730, 50, 3, 1, 4, 1.
430, 21, 1, 5, 3, 5.
63, 13, 1, 1, 4, 4.
278, 21, 5, 1, 5, 2.
900, 25, 2, 4, 4, 1.
442, 6, 4, 4, 2, 3.
746, 46, 3, 4, 1, 5.
562, 14, 1, 3, 1, 1.
325, 26, 3, 2, 3, 1.
990, 12, 4, 3, 1, 1.
503, 25, 1, 1, 1, 4.
760, 24, 2, 4, 3, 4.
149, 4, 4, 1, 4, 3.
303, 2, 1, 1, 5, 3.
506, 8, 2, 2, 3, 5.
481, 9, 1, 1, 2, 3.
973, 25, 1, 5, 5, 3.
181, 13, 2, 4, 1, 5.
155, 47, 5, 3, 2, 1.
263, 34, 3, 2, 5, 3.
720, 39, 3, 1, 1, 5.
665, 46, 4, 1, 5, 4.
817, 17, 5, 1, 4, 2.
17, 38, 4, 4, 2, 2.
249, 25, 5, 1, 1, 2.
755, 21, 1, 4, 5, 4.
106, 48, 5, 4, 4, 3.
369, 46, 2, 2, 2, 1.
384, 16, 4, 4, 2, 1.
157, 1, 4, 1, 1, 5.
83, 36, 1, 2, 5, 3.
525, 13, 2, 3, 3, 1.
281, 29, 5, 4, 1, 2.
748, 38, 2, 3, 4, 3.
368, 17, 1, 2, 4, 3.
883, 43, 2, 3, 1, 1.
385, 26, 3, 5, 3, 1.
303, 20, 5, 3, 3, 2.
988, 11, 5, 2, 2, 2.
701, 45, 5, 4, 1, 4.
499, 38, 1, 5, 2, 1.
727, 27, 5, 5, 2, 5.
264, 26, 2, 4, 5, 5.
99, 19, 5, 1, 3, 2.
118, 25, 2, 3, 3, 1.
758, 43, 5, 1, 5, 4.
565, 45, 5, 4, 4, 4.
688, 5, 1, 2, 5, 2.
239, 45, 1, 3, 3, 3.
425, 23, 1, 5, 1, 5.
8, 16, 1, 3, 5, 5.
49, 3, 1, 1, 1, 5.
817, 49, 1, 3, 1, 1.
388, 23, 1, 5, 1, 4.
567, 18, 5, 3, 3, 3.
915, 9, 3, 1, 3, 3.
932, 38, 5, 1, 1, 1.
941, 23, 1, 1, 4, 4.
773, 48, 3, 2, 2, 5.
793, 27, 1, 4, 1, 3.
327, 30, 4, 5, 4, 2.
889, 25, 4, 3, 3, 4.
675, 27, 3, 5, 4, 2.
919, 46, 3, 2, 1, 2.
227, 42, 4, 4, 5, 3.
184, 47, 5, 5, 2, 2.
528, 6, 4, 4, 4, 5.
433, 23, 2, 4, 2, 4.
486, 4, 5, 3, 2, 4.
884, 21, 3, 3, 4, 2.
508, 7, 1, 4, 3, 2.
177, 10, 2, 3, 2, 4.
139, 31, 3, 4, 1, 5.
697, 7, 2, 2, 2, 4.
64, 45, 5, 4, 3, 3.
453, 31, 3, 4, 3, 4.
450, 45, 5, 1, 2, 3.
533, 22, 2, 2, 1, 3.
251, 2, 5, 1, 1, 2.
89, 48, 3, 4, 2, 2.
742, 20, 3, 5, 2, 4.
439, 34, 5, 4, 5, 5.
381, 18, 4, 4, 4, 1.
332, 20, 5, 4, 4, 1.
793, 10, 4, 4, 3, 4.
417, 38, 3, 1, 1, 3.
89, 26, 2, 3, 3, 5.
153, 1, 4, 4, 1, 3.
677, 17, 1, 3, 1, 4.
418, 20, 4, 2, 1, 5.
169, 24, 3, 3, 5, 5.
855, 41, 3, 5, 5, 3.
188, 37, 1, 1, 5, 3.
100, 37, 3, 5, 4, 4.
483, 13, 2, 5, 1, 2.
199, 28, 5, 1, 3, 5.
64, 35, 1, 3, 3, 3.
961, 18, 2, 5, 3, 1.
966, 29, 3, 3, 5, 4.
702, 14, 1, 4, 3, 3.
484, 18, 4, 3, 2, 5.
910, 48, 2, 5, 5, 1.
926, 29, 4, 2, 1, 1.
163, 23, 2, 4, 5, 5.
126, 20, 2, 2, 5, 4.
343, 14, 2, 1, 4, 3.
622, 49, 5, 3, 5, 5.
505, 43, 5, 3, 4, 4.
42, 40, 2, 2, 5, 2.
504, 27, 2, 2, 1, 2.
179, 27, 2, 2, 2, 1.
971, 14, 1, 2, 5, 4.
657, 15, 1, 2, 3, 1.
395, 11, 5, 5, 4, 4.
674, 26, 4, 3, 3, 3.
344, 1, 5, 3, 5, 4.
711, 31, 3, 2, 3, 3.
912, 1, 4, 4, 2, 4.
144, 19, 3, 1, 3, 3.
130, 1, 1, 1, 1, 3.
92, 35, 5, 4, 4, 3.
819, 30, 2, 1, 3, 3.
650, 34, 5, 3, 2, 3.
939, 29, 4, 4, 2, 2.
723, 23, 3, 1, 3, 5.
691, 38, 1, 1, 4, 3.
172, 15, 1, 5, 3, 5.
986, 36, 5, 2, 5, 4.
595, 9, 5, 1, 1, 3.
102, 9, 2, 1, 5, 4.
160, 31, 1, 3, 5, 4.
780, 40, 4, 5, 3, 5.
971, 13, 1, 4, 1, 2.
535, 46, 1, 1, 5, 1.
822, 17, 4, 4, 2, 1.
503, 1, 2, 1, 2, 1.
23, 36, 5, 2, 2, 5.
804, 8, 4, 4, 1, 4.
258, 28, 3, 1, 3, 1.
479, 45, 3, 3, 5, 4.
367, 24, 3, 2, 4, 2.
990, 4, 2, 4, 2, 3.
80, 27, 4, 2, 1, 5.
327, 20, 3, 3, 1, 2.
582, 31, 1, 2, 5, 5.
880, 38, 4, 3, 4, 4.
706, 10, 4, 3, 4, 5.
425, 19, 5, 4, 1, 5.
845, 12, 3, 4, 2, 1.
801, 36, 3, 5, 2, 4.
878, 3, 3, 1, 1, 4.
531, 6, 5, 5, 2, 3.
779, 21, 5, 2, 4, 2.
526, 35, 2, 1, 1, 3.
460, 35, 3, 5, 5, 3.
366, 19, 3, 3, 1, 1.
554, 31, 1, 4, 4, 2.
316, 50, 3, 4, 3, 1.
55, 24, 2, 2, 5, 4.
811, 33, 1, 1, 3, 2.
436, 22, 5, 4, 2, 3.
405, 7, 3, 4, 1, 3.
427, 31, 5, 5, 3, 2.
55, 50, 3, 2, 2, 1.
9, 28, 3, 3, 2, 5.
37, 2, 5, 4, 3, 3.
389, 1, 5, 5, 2, 5.
409, 11, 4, 4, 3, 3.
683, 13, 4, 1, 3, 5.
450, 41, 4, 5, 5, 1.
53, 13, 4, 2, 3, 2.
391, 1, 3, 3, 2, 4.
995, 40, 5, 3, 3, 1.
773, 25, 5, 2, 2, 2.
651, 8, 4, 5, 2, 4.
930, 20, 1, 4, 2, 4.
211, 32, 5, 2, 5, 1.
788, 39, 4, 2, 2, 3.
234, 2, 1, 2, 2, 1.
442, 3, 5, 1, 1, 5.
240, 33, 1, 2, 4, 3.
552, 17, 4, 3, 4, 5.
134, 6, 2, 2, 2, 5.
409, 42, 3, 3, 4, 3.
205, 14, 2, 3, 1, 4.
30, 23, 3, 4, 5, 4.
200, 9, 4, 5, 3, 3.
255, 38, 5, 1, 5, 3.
257, 11, 5, 3, 2, 2.
122, 14, 1, 4, 5, 4.
864, 22, 2, 3, 4, 4.
668, 42, 4, 2, 5, 4.
453, 36, 2, 5, 2, 1.
211, 45, 5, 3, 3, 4.
537, 6, 4, 4, 2, 4.
374, 28, 2, 4, 3, 4.
491, 49, 1, 5, 1, 1.
996, 17, 1, 1, 1, 2.
146, 17, 1, 5, 5, 2.
854, 27, 4, 3, 4, 2.
725, 6, 2, 1, 1, 4.
82, 18, 2, 1, 5, 2.
123, 3, 5, 2, 1, 2.
737, 11, 3, 4, 3, 5.
500, 16, 4, 1, 3, 1.
741, 49, 5, 1, 4, 1.
820, 1, 5, 2, 2, 2.
428, 27, 4, 4, 3, 4.
912, 41, 4, 2, 2, 5.
768, 17, 5, 1, 3, 3.
507, 2, 5, 2, 4, 1.
152, 40, 5, 1, 3, 3.
76, 37, 3, 1, 4, 5.
750, 41, 3, 2, 1, 5.
433, 11, 5, 5, 5, 3.
862, 17, 5, 1, 1, 4.
375, 1, 5, 1, 2, 1.
394, 46, 1, 5, 2, 3.
453, 4, 3, 5, 4, 2.
207, 26, 1, 1, 3, 2.
6, 26, 5, 5, 3, 2.
979, 44, 4, 4, 1, 2.
984, 1, 3, 5, 4, 1.
683, 10, 3, 4, 4, 3.
797, 37, 3, 5, 5, 3.
829, 5, 1, 3, 3, 2.
474, 42, 5, 2, 3, 1.
272, 23, 2, 5, 1, 5.
393, 29, 1, 3, 1, 4.
435, 13, 5, 5, 3, 5.
513, 3, 1, 1, 1, 3.
595, 4, 5, 2, 2, 5.
515, 17, 1, 1, 1, 4.
3, 19, 3, 3, 2, 3.
138, 39, 5, 3, 3, 2.
655, 10, 4, 4, 1, 4.
870, 27, 2, 3, 4, 3.
406, 21, 5, 4, 1, 4.
925, 49, 3, 2, 3, 5.
271, 48, 4, 1, 5, 2.
31, 7, 1, 2, 4, 1.
325, 1, 3, 4, 3, 5.
929, 1, 4, 2, 1, 2.
680, 18, 2, 2, 1, 4.
225, 47, 3, 3, 3, 1.
850, 16, 3, 3, 3, 4.
211, 50, 1, 5, 4, 4.
513, 27, 4, 2, 2, 3.
32, 29, 5, 2, 1, 2.
637, 26, 2, 3, 4, 5.
388, 12, 2, 3, 3, 2.
476, 21, 1, 3, 2, 1.
23, 23, 4, 2, 3, 4.
434, 25, 1, 1, 3, 5.
746, 45, 2, 2, 2, 1.
656, 37, 1, 2, 3, 3.
155, 35, 2, 4, 2, 2.
47, 41, 1, 2, 3, 2.
79, 13, 5, 2, 4, 3.
439, 3, 4, 3, 4, 4.
187, 31, 4, 5, 4, 3.
451, 3, 4, 2, 5, 1.
669, 26, 4, 1, 4, 1.
277, 4, 1, 3, 3, 1.
796, 28, 2, 3, 5, 5.
775, 31, 1, 3, 5, 5.
233, 11, 1, 1, 4, 2.
642, 48, 3, 2, 5, 3.
545, 47, 2, 3, 1, 2.
666, 5, 3, 1, 4, 4.
639, 17, 2, 2, 3, 2.
511, 41, 2, 2, 5, 1.
762, 37, 1, 4, 1, 3.
505, 18, 2, 4, 5, 2.
852, 49, 3, 4, 5, 3.
56, 22, 1, 3, 4, 1.
459, 17, 3, 4, 4, 4.
910, 9, 1, 4, 3, 1.
405, 26, 3, 4, 1, 1.
55, 30, 4, 3, 3, 2.
325, 2, 4, 4, 4, 4.
923, 44, 3, 1, 3, 2.
431, 43, 4, 5, 3, 3.
606, 45, 3, 5, 2, 5.
562, 36, 2, 5, 3, 1.
792, 32, 1, 2, 1, 5.
392, 2, 1, 3, 1, 1.
235, 47, 1, 4, 2, 1.
100, 25, 5, 5, 3, 3.
821, 46, 3, 3, 4, 1.
822, 36, 4, 4, 3, 1.
270, 42, 3, 4, 2, 2.
584, 44, 4, 1, 4, 1.
981, 47, 5, 4, 4, 3.
696, 13, 3, 4, 3, 2.
855, 24, 2, 2, 3, 2.
293, 13, 5, 2, 4, 4.
633, 4, 2, 1, 5, 4.
193, 19, 5, 3, 1, 5.
428, 12, 2, 5, 4, 1.
862, 38, 3, 5, 3, 2.
641, 29, 3, 3, 2, 5.
164, 18, 5, 3, 2, 4.
903, 4, 5, 4, 2, 5.
632, 46, 1, 2, 3, 3.
605, 4, 1, 1, 2, 3.
186, 20, 3, 5, 1, 3.
840, 47, 3, 3, 4, 5.
626, 37, 2, 3, 1, 1.
730, 5, 2, 5, 4, 3.
900, 26, 2, 5, 3, 2.
929, 16, 5, 1, 4, 4.
117, 34, 2, 3, 3, 5.
900, 33, 3, 3, 3, 5.
551, 2, 4, 1, 2, 3.
604, 40, 5, 1, 5, 2.
101, 24, 4, 4, 1, 3.
190, 27, 4, 2, 2, 1.
290, 44, 5, 5, 1, 2.
817, 44, 2, 1, 1, 1.
429, 42, 4, 5, 3, 4.
338, 50, 4, 1, 3, 1.
388, 10, 1, 3, 3, 4.
749, 3, 2, 2, 2, 1.
265, 24, 5, 5, 2, 3.
228, 46, 1, 2, 3, 4.
848, 37, 5, 5, 5, 2.
170, 13, 1, 4, 3, 3.
575, 8, 5, 5, 4, 5.
533, 8, 5, 1, 5, 3.
172, 1, 3, 2, 5, 3.
590, 2, 5, 1, 1, 1.
943, 17, 5, 2, 2, 3.
756, 8, 3, 1, 3, 1.
580, 26, 3, 2, 5, 5.
482, 27, 4, 1, 3, 2.
485, 27, 2, 4, 4, 1.
930, 43, 4, 4, 4, 4.
478, 10, 1, 2, 4, 2.
78, 50, 4, 1, 2, 1.
555, 19, 1, 4, 1, 4.
881, 31, 2, 1, 4, 2.
95, 4, 2, 3, 2, 1.
166, 4, 2, 5, 3, 1.
505, 22, 2, 2, 3, 4.
138, 3, 5, 1, 2, 1.
372, 15, 2, 5, 4, 1.
818, 49, 5, 2, 1, 5.
201, 38, 1, 5, 4, 1.
111, 50, 1, 1, 1, 1.
549, 1, 2, 5, 3, 4.
983, 8, 4, 4, 2, 3.
250, 3, 2, 1, 4, 2.
6, 38, 3, 2, 1, 1.
502, 28, 3, 5, 4, 2.
225, 47, 2, 3, 5, 5.
390, 21, 2, 5, 4, 1.
622, 16, 2, 2, 4, 4.
804, 5, 1, 1, 1, 1.
791, 14, 2, 4, 4, 5.
853, 27, 1, 5, 2, 2.
379, 22, 5, 2, 1, 3.
924, 18, 2, 5, 1, 2.
264, 34, 2, 5, 1, 4.
880, 15, 4, 5, 4, 4.
230, 31, 4, 1, 4, 1.
611, 17, 3, 1, 1, 5.
708, 50, 3, 5, 4, 3.
582, 14, 1, 3, 4, 5.
971, 9, 2, 1, 1, 5.
332, 8, 3, 3, 2, 5.
967, 18, 1, 5, 1, 4.
561, 23, 1, 2, 3, 5.
499, 21, 3, 5, 4, 2.
490, 41, 5, 4, 1, 4.
647, 46, 2, 5, 3, 3.
99, 47, 1, 3, 1, 1.
912, 41, 1, 1, 4, 3.
559, 2, 3, 4, 4, 5.
331, 46, 1, 1, 3, 5.
758, 37, 1, 3, 3, 4.
821, 33, 3, 3, 2, 1.
916, 25, 3, 1, 1, 1.
341, 27, 5, 1, 3, 2.
709, 28, 4, 3, 2, 4.
583, 22, 3, 2, 4, 2.
682, 36, 2, 2, 3, 3.
884, 39, 2, 2, 3, 5.
4, 5, 4, 1, 5, 4.
339, 17, 4, 4, 5, 4.
878, 34, 2, 4, 1, 1.
153, 43, 1, 1, 4, 2.
886, 42, 5, 3, 2, 2.
748, 23, 1, 3, 1, 1.
464, 48, 3, 4, 1, 4.
898, 26, 2, 4, 4, 5.
861, 25, 3, 2, 4, 3.
671, 3, 4, 4, 3, 3.
941, 21, 4, 4, 2, 2.
451, 41, 3, 3, 2, 2.
954, 46, 2, 2, 1, 3.
713, 9, 5, 5, 1, 4.
322, 18, 4, 4, 1, 1.
545, 47, 3, 3, 2, 3.
20, 3, 2, 3, 4, 4.
688, 28, 1, 4, 4, 3.
431, 8, 2, 2, 2, 2.
259, 38, 4, 3, 4, 3.
969, 29, 1, 5, 4, 2.
633, 3, 5, 3, 4, 4.
910, 33, 4, 3, 3, 1.
547, 10, 5, 5, 2, 3.
898, 16, 1, 4, 4, 5.
891, 10, 4, 4, 2, 5.
452, 8, 5, 1, 1, 2.
542, 49, 3, 1, 3, 5.
521, 29, 4, 2, 2, 2.
533, 33, 2, 4, 5, 1.
816, 23, 2, 3, 1, 3.
348, 19, 1, 5, 4, 5.
62, 27, 3, 5, 4, 2.
909, 1, 3, 1, 4, 3.
666, 22, 4, 3, 5, 5.
388, 17, 5, 5, 4, 1.
951, 9, 3, 3, 3, 2.
322, 44, 1, 5, 4, 4.
298, 31, 3, 5, 2, 3.
905, 28, 1, 3, 3, 5.
591, 43, 3, 5, 2, 3.
951, 29, 1, 5, 5, 3.
697, 3, 1, 3, 5, 4.
322, 45, 2, 1, 3, 3.
713, 21, 2, 3, 3, 2.
59, 25, 1, 2, 4, 2.
515, 19, 3, 5, 4, 1.
100, 49, 3, 3, 5, 2.
48, 23, 5, 5, 5, 2.
829, 4, 3, 4, 2, 1.
334, 50, 3, 3, 1, 3.
346, 50, 4, 1, 3, 1.
464, 34, 3, 1, 1, 2.
811, 29, 3, 1, 1, 2.
303, 39, 3, 1, 1, 2.
29, 35, 2, 2, 2, 2.
253, 49, 1, 4, 5, 1.
467, 42, 2, 4, 2, 2.
877, 6, 4, 2, 2, 4.
970, 23, 2, 5, 3, 4.
68, 40, 4, 5, 2, 4.
599, 12, 5, 4, 3, 1.
592, 23, 2, 5, 3, 2.
737, 50, 1, 2, 5, 2.
844, 41, 3, 2, 5, 2.
758, 39, 1, 1, 1, 2.
